Player,Skill,Minutes,Games,Wins,Losses,Red Games,Blue Games,Red Win %,Blue Win %,Captures,Grabs,Hold,Drops,Pops,Returns,Tags,Prevent,Pups,Pups Available,Block,Button,Support,Hold Against,Long Holds,Flaccids,Handoffs,Good Handoffs,Captures off Handoffs,Quick Returns,Key Returns,Returns in Base,NDPops,NRTags,KF,CD,CD/Min,Caps/Min,Grabs/Min,Hold/Min,Drops/Min,Pops/Min,Returns/Min,Tags/Min,Prevent/Min,Pups/Min,Win %,Pup %,Score %,Flaccid %,Chain %,QR %,RIB %,K/D,Hold/Grab,Prevent/Return,Prevent/Hold Against,Captures/8Min,Grabs/8Min,Hold/8Min,Drops/8Min,Pops/8Min,Returns/8Min,Tags/8Min,Prevent/8Min,Pups/8Min,Pups Available/8Min,Block/8Min,Button/8Min,Support/8Min,Hold Against/8Min,Long Holds/8Min,Flaccids/8Min,Handoffs/8Min,Good Handoffs/8Min,Captures off Handoffs/8Min,Quick Returns/8Min,Key Returns/8Min,Returns in Base/8Min,NDPops/8Min,NRTags/8Min,KF/8Min,CD/8Min
George,960.44,1507.7999999999997,207,111,96,95,112,0.4842105263157895,0.5803571428571429,182.0,2028.0,13378.0,1823.0,2267.0,1479.0,1853.0,5811.0,408.0,2782.0,17693.0,1347.0,7184.0,49564.0,119.0,529.0,210.0,78.0,20.0,343.0,79.0,462.0,444.0,374.0,23.0,73.0,0.048414909139143134,0.12070566388115136,1.345005968961401,8.872529513198039,1.2090462926117524,1.5035150550470888,0.9808993235177081,1.2289428306141401,3.8539594110624757,0.2705929168324712,0.5362318840579711,0.1466570812365205,0.08974358974358974,0.2608481262327416,0.37142857142857144,0.2319134550371873,0.31237322515212984,0.8173797970886635,6.596646942800789,3.9290060851926976,0.11724235332095877,0.9656453110492109,10.760047751691207,70.98023610558431,9.67237034089402,12.02812044037671,7.847194588141665,9.831542644913121,30.831675288499806,2.1647433346597698,14.760578326037939,93.8745191669983,7.146836450457622,38.11646106910732,262.9738692134236,0.6313834726090994,2.806738294203476,1.114206128133705,0.4138479904496618,0.10611486934606713,1.8198700092850515,0.4191537339169652,2.4512534818941507,2.3557500994826905,1.9843480567714555,0.12203209974797721,0.38731927311314507
JBaay,923.96,1500.100000000001,207,106,101,96,111,0.53125,0.4954954954954955,226.0,2365.0,13726.0,2117.0,2689.0,1719.0,2083.0,4909.0,492.0,2724.0,16983.0,1156.0,6878.0,49379.0,90.0,700.0,256.0,83.0,19.0,406.0,86.0,532.0,572.0,364.0,22.0,11.0,0.007332844477034859,0.15065662289180712,1.5765615625624947,9.150056662889135,1.4112392507166178,1.7925471635224306,1.145923605092993,1.3885740950603283,3.272448503433102,0.32797813479101373,0.5120772946859904,0.18061674008810572,0.09556025369978859,0.2959830866807611,0.32421875,0.23618382780686445,0.30948225712623617,0.7746374116772035,5.803805496828753,2.8557300756253636,0.09941473095850463,1.205252983134457,12.612492500499958,73.20045330311308,11.289914005732943,14.340377308179445,9.167388840743945,11.108592760482626,26.179588027464817,2.62382507832811,14.527031531231241,90.5699620025331,6.164922338510761,36.68022131857874,263.33711085927587,0.4799680021331908,3.7330844610359284,1.3652423171788537,0.4426371575228315,0.10132657822811805,2.1651889874008385,0.4586360909272712,2.8371441903873054,3.0504633024465013,1.9412039197386828,0.11732551163255775,0.058662755816278875
baIl-E,1163.74,1496.1000000000008,209,117,92,132,77,0.49242424242424243,0.6753246753246753,228.0,2292.0,15142.0,2048.0,2479.0,1602.0,1890.0,8260.0,329.0,2734.0,17205.0,1179.0,6983.0,47650.0,112.0,552.0,221.0,82.0,17.0,463.0,79.0,559.0,431.0,288.0,16.0,103.0,0.06884566539669805,0.15239623019851606,1.531983156206135,10.120981217833027,1.3688924537129863,1.6569748011496548,1.0707840385000997,1.2632845398034884,5.521021322104135,0.219905086558385,0.5598086124401914,0.12033650329188003,0.09947643979057591,0.24083769633507854,0.37104072398190047,0.28901373283395754,0.3489388264669164,0.7624041952400161,6.606457242582897,5.15605493133583,0.17334732423924448,1.2191698415881285,12.25586524964908,80.96784974266421,10.95113962970389,13.255798409197238,8.566272308000798,10.106276318427907,44.16817057683308,1.75924069246708,14.619343626762909,91.99919791457785,6.30439141768598,37.33975001671009,254.7958024196242,0.5988904484994315,2.951674353318627,1.181739188556914,0.4384733640799409,0.090903014504378,2.4757703362074714,0.4224316556379919,2.9891050063498414,2.304658779493348,1.5400040104271095,0.08555577835706164,0.5507653231735844
Schweddys,705.8,1490.7000000000005,224,107,117,103,121,0.44660194174757284,0.5041322314049587,195.0,2295.0,17121.0,2078.0,2546.0,1359.0,1870.0,3862.0,524.0,2760.0,15167.0,2102.0,6360.0,58041.0,152.0,566.0,214.0,90.0,15.0,250.0,59.0,342.0,468.0,511.0,22.0,18.0,0.01207486415777822,0.13081102837593073,1.5395451801167233,11.485208291406718,1.3939759844368413,1.707922452539075,0.9116522439122556,1.2544442208358486,2.5907291876299716,0.35151271214865487,0.47767857142857145,0.18985507246376812,0.08496732026143791,0.2466230936819172,0.4205607476635514,0.18395879323031641,0.25165562913907286,0.7344854673998429,7.4601307189542485,2.841795437821928,0.06653917058630968,1.0464882270074458,12.316361440933786,91.88166633125374,11.15180787549473,13.6633796203126,7.293217951298045,10.035553766686789,20.725833501039773,2.812101697189239,14.811833366874618,81.3953176360099,11.280606426511032,34.13161601931977,311.483195814047,0.8157241564365731,3.0374991614677658,1.1484537465620175,0.48299456631112886,0.08049909438518814,1.341651573086469,0.3166297712484067,1.8353793519822896,2.51157174481787,2.7423358153887425,0.11806533843160927,0.09659891326222576
Taddy Mason,801.8,1480.6999999999996,206,101,105,100,106,0.5,0.4811320754716981,150.0,1950.0,13904.0,1781.0,2337.0,1816.0,2063.0,7984.0,284.0,2676.0,15007.0,1694.0,6223.0,53069.0,132.0,515.0,199.0,88.0,13.0,528.0,89.0,619.0,556.0,247.0,19.0,-44.0,-0.029715675018572304,0.10130343756331468,1.3169446883230909,9.390153305868848,1.2028094820017563,1.5783075572364427,1.2264469507665297,1.3932599446207878,5.392044303370029,0.1918011751198758,0.49029126213592233,0.10612855007473841,0.07692307692307693,0.2641025641025641,0.44221105527638194,0.2907488986784141,0.3408590308370044,0.8827556696619597,7.13025641025641,4.39647577092511,0.150445646234148,0.8104275005065175,10.535557506584727,75.12122644695079,9.62247585601405,12.626460457891541,9.811575606132237,11.146079556966303,43.13635442696023,1.5344094009590064,14.45802660903627,81.08057000067538,9.15242790572027,33.62193557101372,286.7238468292025,0.7131762004457354,2.782467751739043,1.0751671506719798,0.47545080029715686,0.07023705004389817,2.8527048017829415,0.4808536503005337,3.3443641520902285,3.0039846018774914,1.3345039508340653,0.10265415006415887,-0.23772540014857843
DibuMartinez,831.46,1474.8000000000004,203,99,104,98,105,0.46938775510204084,0.5047619047619047,127.0,1549.0,9610.0,1405.0,1948.0,1541.0,2062.0,11877.0,522.0,2709.0,16240.0,2859.0,6925.0,49456.0,76.0,461.0,190.0,71.0,19.0,538.0,73.0,586.0,543.0,521.0,17.0,21.0,0.01423921887713588,0.08611337130458364,1.0503119066992133,6.516137781394086,0.9526715486845672,1.3208570653647949,1.0448874423650663,1.3981556821263896,8.053295362082991,0.35394629780309184,0.4876847290640394,0.19269102990033224,0.08198837959974177,0.29761136216914136,0.3736842105263158,0.3491239454899416,0.3802725502920182,1.0585215605749487,6.204002582311168,7.707332900713822,0.24015286315108378,0.6889069704366692,8.402495253593706,52.12910225115269,7.621372389476537,10.566856522918359,8.35909953892053,11.185245457011117,64.42636289666393,2.8315703824247347,14.694873881204227,88.0933007865473,15.508543531326277,37.56441551396799,268.2723081095741,0.4122592893951721,2.5006780580417676,1.0306482234879302,0.3851369677244371,0.10306482234879302,2.9183618117710868,0.39598589639273113,3.178736099810143,2.9454841334418216,2.826145918090588,0.09221589368049903,0.11391375101708703
Osy,751.1,1467.4000000000003,210,96,114,111,99,0.38738738738738737,0.5353535353535354,123.0,1724.0,10178.0,1588.0,2154.0,1839.0,2301.0,9653.0,543.0,2678.0,14824.0,1376.0,6079.0,52582.0,64.0,514.0,222.0,92.0,13.0,581.0,108.0,699.0,566.0,462.0,13.0,-49.0,-0.03339239471173503,0.0838217255008859,1.1748671118985958,6.936077415837534,1.0821861796374537,1.4679024124301483,1.2532370178547088,1.5680795965653533,6.5783017582118015,0.3700422516014719,0.45714285714285713,0.2027632561613144,0.07134570765661252,0.29814385150812067,0.4144144144144144,0.31593257205002717,0.3800978792822186,1.0682451253481895,5.903712296983759,5.2490483958673195,0.18357993229622305,0.6705738040070872,9.398936895188767,55.488619326700274,8.65748943709963,11.743219299441186,10.02589614283767,12.544636772522827,52.62641406569441,2.9603380128117753,14.599972740902272,80.81777293171594,7.50170369360774,33.141611012675476,286.6675753032574,0.3489164508654763,2.8022352460133564,1.2103039389396208,0.5015673981191221,0.07087365408204988,3.1675071555131518,0.5887965108354912,3.8108218617963736,3.0857298623415557,2.5187406296851567,0.07087365408204988,-0.26713915769388025
State Champ,696.11,1459.0999999999997,219,103,116,116,103,0.46551724137931033,0.47572815533980584,97.0,1655.0,10901.0,1543.0,2047.0,1777.0,1954.0,11971.0,190.0,2708.0,14083.0,1576.0,5818.0,56882.0,68.0,406.0,227.0,101.0,7.0,546.0,80.0,657.0,504.0,177.0,15.0,-68.0,-0.046604071002672894,0.06647933657734222,1.1342608457268182,7.471043794119664,1.0575011993694745,1.4029196079775208,1.2178740319374959,1.339181687341512,8.20437255842643,0.13021725721335073,0.4703196347031963,0.07016248153618906,0.05861027190332326,0.24531722054380664,0.44493392070484583,0.3072594259988745,0.3697242543612831,0.9545676599902296,6.586706948640483,6.73663477771525,0.21045321894448155,0.5318346926187377,9.074086765814545,59.76835035295731,8.460009594955796,11.223356863820166,9.742992255499967,10.713453498732097,65.63498046741144,1.0417380577068058,14.847508738263317,77.21472140360498,8.640943047083821,31.89911589335893,311.874443149887,0.37283256802138315,2.2260297443629637,1.2446028373654996,0.5537660201494072,0.03837982317867179,2.9936262079364,0.4386265506133919,3.602220546912481,2.763347268864369,0.9704612432321296,0.08224247824001098,-0.37283256802138315
solongloser,795.94,1457.7000000000003,219,115,104,112,107,0.48214285714285715,0.5700934579439252,212.0,2349.0,16661.0,2115.0,2527.0,1383.0,1665.0,4626.0,371.0,2695.0,16013.0,675.0,6417.0,54545.0,149.0,530.0,211.0,100.0,18.0,267.0,60.0,364.0,412.0,282.0,22.0,71.0,0.048706866982232276,0.14543458873567947,1.6114426836797693,11.429649447760168,1.450915826301708,1.7335528572408585,0.9487548878370033,1.1422103313438976,3.1734924881662887,0.2545105302874391,0.5251141552511416,0.13766233766233765,0.09025117071094083,0.22562792677735208,0.47393364928909953,0.19305856832971802,0.2631959508315257,0.6588840522358528,7.0928054491272885,3.3449023861171367,0.08481070675588963,1.1634767098854357,12.891541469438154,91.43719558208134,11.607326610413663,13.868422857926868,7.590039102696027,9.13768265075118,25.38793990533031,2.0360842422995127,14.790423269534195,87.88090828016738,3.7044659394937223,35.21712286478699,299.34828839953343,0.8177265555326884,2.9086917747135894,1.1579886121972969,0.5488097688138848,0.09878575838649926,1.4653220827330724,0.32928586128833087,1.9976675584825405,2.2610962475132053,1.5476435480551551,0.12073814913905465,0.3896549358578582
sinagot,687.14,1448.2000000000003,215,103,112,107,108,0.38317757009345793,0.5740740740740741,100.0,1592.0,9178.0,1477.0,2100.0,1524.0,1727.0,8515.0,144.0,2662.0,12596.0,2244.0,5367.0,55806.0,44.0,458.0,230.0,107.0,8.0,466.0,69.0,563.0,623.0,203.0,15.0,-63.0,-0.04350227869078856,0.06905123601712469,1.099295677392625,6.337522441651704,1.0198867559729317,1.4500759563596186,1.0523408369009803,1.1925148460157435,5.879712746858168,0.09943377986465955,0.4790697674418605,0.054094665664913597,0.06281407035175879,0.2876884422110553,0.4652173913043478,0.30577427821522307,0.3694225721784777,0.8223809523809524,5.765075376884422,5.587270341207349,0.15258215962441316,0.5524098881369975,8.794365419141,50.700179533213635,8.159094047783453,11.600607650876949,8.418726695207843,9.540118768125948,47.03770197486534,0.7954702389172764,14.705151222206874,69.5815495097362,12.396077889794226,29.647838696312657,308.27786217373284,0.24306035078027893,2.5300372876674486,1.2705427427150944,0.5910785803065873,0.0441927910509598,2.5742300787184087,0.3811628228145283,3.110067670211296,3.4415136030934947,1.121392072918105,0.08286148322054963,-0.34801822952630845
`~`,625.35,1445.9,215,103,112,111,104,0.42342342342342343,0.5384615384615384,146.0,2202.0,13081.0,2041.0,2553.0,1306.0,1624.0,7813.0,338.0,2665.0,16130.0,1856.0,6701.0,57194.0,81.0,660.0,238.0,110.0,19.0,356.0,52.0,443.0,512.0,318.0,15.0,-50.0,-0.034580538073172414,0.10097517117366346,1.5229268967425131,9.046960370703367,1.411577564146898,1.7656822740161835,0.9032436544712635,1.12317587661664,5.403554879313922,0.23376443737464553,0.4790697674418605,0.12682926829268293,0.06630336058128973,0.2997275204359673,0.46218487394957986,0.2725880551301684,0.3392036753445635,0.6361143752448101,5.940508628519527,5.98238897396631,0.136605238311711,0.8078013693893077,12.183415173940105,72.37568296562694,11.292620513175184,14.125458192129468,7.225949235770108,8.98540701293312,43.228439034511375,1.8701154989971642,14.745141434400718,89.24545265924337,10.26903658620928,37.075869700532536,316.4478871291237,0.44816377342831454,3.6517048205270073,1.3168268898264057,0.6086174700878345,0.10512483574244415,1.969707448647901,0.2877100767687945,2.451068538626461,2.8328376789542844,1.7594577771630124,0.0829932913756138,-0.2766443045853793
josh61616,856.12,1439.7999999999997,193,94,99,92,101,0.45652173913043476,0.5148514851485149,91.0,1316.0,8855.0,1213.0,1759.0,1861.0,2113.0,14438.0,286.0,2723.0,12003.0,846.0,4848.0,48334.0,65.0,333.0,128.0,50.0,10.0,590.0,84.0,715.0,546.0,252.0,12.0,-23.0,-0.015974440894568693,0.06320322266981526,0.914015835532713,6.150159744408946,0.8424781219613837,1.2216974579802753,1.292540630643145,1.4675649395749413,10.027781636338382,0.1986386998194194,0.48704663212435234,0.10503121557106133,0.06914893617021277,0.2530395136778115,0.390625,0.31703385276732937,0.38420204191295004,1.2012507106310404,6.7287234042553195,7.758194519075766,0.2987131211983283,0.5056257813585221,7.312126684261704,49.20127795527157,6.73982497569107,9.773579663842202,10.34032504514516,11.74051951659953,80.22225309070706,1.5891095985553552,15.129879149881932,66.69259619391583,4.700652868453953,26.937074593693573,268.559522155855,0.36116127239894436,1.8502569801361304,0.7112098902625366,0.27781636338380333,0.05556327267676067,3.2782330879288795,0.4667314904847896,3.972773996388388,3.0337546881511326,1.400194471454369,0.06667592721211281,-0.12779552715654954
Tumblewood,871.68,1434.7,195,101,94,105,90,0.4666666666666667,0.5777777777777777,129.0,1281.0,8810.0,1144.0,1553.0,1582.0,1917.0,10791.0,403.0,2646.0,12584.0,2156.0,5347.0,48208.0,55.0,279.0,118.0,50.0,9.0,442.0,61.0,552.0,409.0,335.0,8.0,28.0,0.01951627517948003,0.08991426779117585,0.8928695894612114,6.140656583257824,0.797379243047327,1.0824562626333032,1.1026695476406216,1.3361678399665435,7.521433052206036,0.2808949606189447,0.517948717948718,0.15230536659108088,0.10070257611241218,0.21779859484777517,0.423728813559322,0.27939317319848295,0.34892541087231355,1.2343850611719254,6.87743950039032,6.821112515802781,0.22384251576501826,0.7193141423294068,7.142956715689691,49.12525266606259,6.379033944378616,8.659650101066426,8.821356381124973,10.689342719732348,60.17146441764829,2.2471596849515576,14.754304035686904,70.16937338816477,12.022025510559699,29.815292395622777,268.81159824353523,0.3066843242489719,1.5557259357356938,0.6579772774796124,0.278803931135429,0.05018470760437722,2.4646267512371924,0.3401407959852234,3.077995399735136,2.280616156687809,1.8679863386073743,0.04460862898166864,0.15613020143584025
SoulSauce,651.73,1434.5000000000007,207,102,105,100,107,0.51,0.4766355140186916,189.0,2219.0,17328.0,2013.0,2387.0,1142.0,1388.0,3235.0,272.0,2622.0,14577.0,949.0,5903.0,55819.0,171.0,495.0,214.0,80.0,23.0,198.0,51.0,251.0,374.0,246.0,17.0,-10.0,-0.006971070059254092,0.13175322411990234,1.546880446148483,12.07947019867549,1.4032764029278488,1.6639944231439519,0.7960962007668173,0.967584524224468,2.2551411641686987,0.1896131056117113,0.4927536231884058,0.10373760488176964,0.08517350157728706,0.22307345651194233,0.37383177570093457,0.1733800350262697,0.21978984238178634,0.5814830330959363,7.808922938260478,2.8327495621716285,0.05795517655278669,1.0540257929592187,12.375043569187865,96.63576158940393,11.22621122342279,13.311955385151615,6.3687696061345385,7.740676193795744,18.04112931334959,1.5169048448936904,14.622516556291384,81.29383060299752,5.292436388985707,32.920181247821525,311.29452771000336,0.9536423841059598,2.7605437434646207,1.1934471941443006,0.4461484837922619,0.1282676890902753,1.1042174973858483,0.28441965841756695,1.3997908678982216,2.0857441617288246,1.3719065876612053,0.09480655280585565,-0.05576856047403274
sicky,735.01,1432.4999999999998,209,102,107,103,106,0.39805825242718446,0.5754716981132075,150.0,1647.0,12515.0,1491.0,2012.0,1578.0,2057.0,3889.0,359.0,2628.0,15355.0,1120.0,6228.0,56397.0,102.0,364.0,172.0,81.0,17.0,303.0,78.0,393.0,521.0,479.0,6.0,36.0,0.025130890052356025,0.10471204188481677,1.1497382198952881,8.736474694589878,1.0408376963350787,1.404537521815009,1.1015706806282723,1.435951134380454,2.7148342059336827,0.2506108202443281,0.4880382775119617,0.13660578386605784,0.09107468123861566,0.22100789313904068,0.47093023255813954,0.1920152091254753,0.24904942965779467,1.0223658051689861,7.5986642380085,2.464512040557668,0.06895756866499991,0.8376963350785341,9.197905759162305,69.89179755671903,8.32670157068063,11.236300174520071,8.812565445026179,11.487609075043633,21.718673647469462,2.004886561954625,14.676439790575918,85.75218150087261,6.254799301919721,34.781151832460736,314.95706806282726,0.5696335078534033,2.0328097731239096,0.9605584642233859,0.45235602094240845,0.09493891797556721,1.692146596858639,0.4356020942408378,2.1947643979057596,2.909598603839442,2.6750436300174525,0.033507853403141365,0.2010471204188482
i love HD,968.72,1426.0000000000002,200,117,83,111,89,0.5945945945945946,0.5730337078651685,136.0,1158.0,6035.0,1018.0,1536.0,2655.0,3225.0,13844.0,536.0,2584.0,11887.0,772.0,4786.0,43606.0,36.0,382.0,158.0,51.0,20.0,899.0,131.0,1052.0,518.0,570.0,4.0,132.0,0.09256661991584851,0.09537166900420756,0.8120617110799437,4.23211781206171,0.7138849929873772,1.0771388499298735,1.8618513323983166,2.261570827489481,9.708274894810657,0.37587657784011214,0.585,0.20743034055727555,0.11744386873920552,0.3298791018998273,0.3227848101265823,0.3386064030131827,0.39623352165725045,2.099609375,5.211571675302245,5.214312617702448,0.3174792459753245,0.7629733520336605,6.49649368863955,33.85694249649368,5.711079943899017,8.617110799438988,14.894810659186533,18.092566619915846,77.66619915848526,3.007012622720897,14.496493688639548,66.68723702664795,4.330995792426367,26.849929873772787,244.6339410939691,0.2019635343618513,2.143057503506311,0.8863955119214585,0.28611500701262266,0.11220196353436183,5.0434782608695645,0.73492286115007,5.901823281907433,2.9060308555399716,3.1977559607293125,0.022440392706872366,0.7405329593267881
toasty,1195.81,1424.7,191,115,76,89,102,0.6067415730337079,0.5980392156862745,303.0,2356.0,17544.0,2030.0,2381.0,1477.0,1875.0,5102.0,425.0,2589.0,15989.0,838.0,6438.0,44414.0,180.0,568.0,196.0,77.0,27.0,341.0,79.0,419.0,351.0,398.0,23.0,144.0,0.10107391029690461,0.21267635291640344,1.6536814768021337,12.314171404506212,1.4248613743244192,1.6712290306731241,1.0367094826981118,1.3160665403242788,3.5811047939917175,0.29830841580683654,0.6020942408376964,0.164156044804944,0.12860780984719863,0.24108658743633277,0.39285714285714285,0.23087339201083276,0.28368314150304674,0.7874842503149937,7.4465195246179965,3.4542992552471223,0.11487368847660648,1.7014108233312275,13.22945181441707,98.5133712360497,11.398890994595353,13.369832245384993,8.293675861584894,10.52853232259423,28.64883835193374,2.3864673264546923,14.537797431038113,89.78170842984488,4.705552046044781,36.15076858285955,249.3942584403734,1.010739102969046,3.189443391591212,1.1005825787885168,0.43237172738120305,0.1516108654453569,1.9147890784024706,0.4436021618586369,2.3527760230223906,1.9709412507896398,2.2348564610093353,0.12914999649048922,0.8085912823752369
